maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
MAINT00001572,TRK00107,2023-08-03,Repair,550137,6.1,599.28,2748.16,3347.44,Oklahoma City,11.2,Routine Repair
MAINT00001573,TRK00115,2023-08-03,Brake,524731,7.0,722.72,2364.67,3087.39,Chicago,29.0,Routine Brake
MAINT00001574,TRK00057,2023-08-03,Brake,562828,5.4,664.9,2568.29,3233.19,Nashville,44.6,Scheduled Brake
MAINT00001575,TRK00094,2023-08-03,Preventive,152022,4.0,422.53,1613.84,2036.37,Portland,3.4,Emergency Preventive
MAINT00001576,TRK00069,2023-08-04,Tire,130531,1.4,163.74,1011.53,1175.27,Atlanta,32.1,Emergency Tire
MAINT00001577,TRK00084,2023-08-05,Brake,316684,7.5,710.05,314.04,1024.09,Houston,41.5,Routine Brake
MAINT00001578,TRK00104,2023-08-05,Engine,418582,5.9,649.1,1174.93,1824.03,Phoenix,7.0,Routine Engine
MAINT00001579,TRK00087,2023-08-06,Repair,164229,5.4,608.03,3368.46,3976.49,Kansas City,24.7,Scheduled Repair
MAINT00001580,TRK00034,2023-08-06,Preventive,366665,3.4,329.2,2498.28,2827.48,Milwaukee,8.6,Emergency Preventive
MAINT00001581,TRK00116,2023-08-07,Preventive,460845,2.1,205.73,287.01,492.74,New York,4.0,Routine Preventive
MAINT00001582,TRK00108,2023-08-07,Tire,384715,7.5,846.24,1549.67,2395.91,Charlotte,37.5,Routine Tire
MAINT00001583,TRK00069,2023-08-08,Engine,158022,1.6,161.53,2478.25,2639.78,Indianapolis,36.0,Routine Engine
MAINT00001584,TRK00012,2023-08-09,Transmission,540936,6.2,745.51,1550.59,2296.1,Memphis,22.4,Scheduled Transmission
MAINT00001585,TRK00087,2023-08-09,Brake,174893,6.8,829.3,813.75,1643.05,Seattle,2.2,Routine Brake
MAINT00001586,TRK00111,2023-08-09,Engine,151737,2.1,257.24,531.97,789.21,Miami,40.1,Routine Engine
MAINT00001587,TRK00051,2023-08-10,Brake,647331,0.6,65.37,1123.18,1188.55,Omaha,21.2,Routine Brake
MAINT00001588,TRK00033,2023-08-10,Brake,285300,1.6,173.06,2015.74,2188.8,Chicago,12.0,Emergency Brake
MAINT00001589,TRK00108,2023-08-10,Repair,746382,5.0,485.8,1958.71,2444.51,Los Angeles,37.7,Scheduled Repair
MAINT00001590,TRK00060,2023-08-11,Preventive,509526,0.8,96.53,805.07,901.6,Kansas City,6.3,Routine Preventive
MAINT00001591,TRK00002,2023-08-11,Preventive,461572,6.8,692.57,2455.76,3148.33,Las Vegas,38.2,Routine Preventive
MAINT00001592,TRK00029,2023-08-12,Repair,216461,3.6,359.85,2142.55,2502.4,Houston,3.5,Emergency Repair
MAINT00001593,TRK00005,2023-08-13,Preventive,172297,5.5,513.69,2845.51,3359.2,Memphis,18.6,Scheduled Preventive
MAINT00001594,TRK00010,2023-08-13,Repair,177124,4.0,385.04,1127.6,1512.64,Philadelphia,30.4,Scheduled Repair
MAINT00001595,TRK00005,2023-08-13,Preventive,590785,1.3,134.31,2607.09,2741.4,Dallas,25.4,Routine Preventive
MAINT00001596,TRK00118,2023-08-13,Preventive,648331,5.3,495.31,587.47,1082.78,Minneapolis,21.1,Routine Preventive
MAINT00001597,TRK00052,2023-08-14,Inspection,112493,3.6,419.89,88.03,507.92,Atlanta,46.5,Routine Inspection
MAINT00001598,TRK00120,2023-08-14,Brake,515081,4.6,528.43,1226.72,1755.15,Milwaukee,2.3,Emergency Brake
MAINT00001599,TRK00076,2023-08-15,Inspection,475631,4.4,528.57,56.16,584.73,Los Angeles,42.1,Emergency Inspection
MAINT00001600,TRK00081,2023-08-15,Transmission,328676,6.2,551.65,3383.42,3935.07,Omaha,33.3,Scheduled Transmission
MAINT00001601,TRK00013,2023-08-15,Engine,642208,7.4,673.85,2151.35,2825.2,Phoenix,38.4,Routine Engine
MAINT00001602,TRK00059,2023-08-16,Preventive,194864,3.8,389.33,1999.64,2388.97,Milwaukee,9.3,Routine Preventive
MAINT00001603,TRK00093,2023-08-16,Engine,731842,3.1,305.11,727.42,1032.53,Houston,32.6,Emergency Engine
MAINT00001604,TRK00058,2023-08-16,Engine,114886,1.1,120.07,3035.91,3155.98,Houston,15.3,Scheduled Engine
MAINT00001605,TRK00003,2023-08-16,Tire,220033,1.8,218.7,2299.42,2518.12,Salt Lake City,44.9,Routine Tire
MAINT00001606,TRK00051,2023-08-16,Tire,413796,7.9,976.87,2090.88,3067.75,Salt Lake City,46.5,Scheduled Tire
MAINT00001607,TRK00028,2023-08-16,Tire,509411,7.0,786.56,2018.44,2805.0,Los Angeles,22.8,Scheduled Tire
MAINT00001608,TRK00112,2023-08-16,Tire,87728,6.9,847.8,2429.48,3277.28,Seattle,33.0,Routine Tire
MAINT00001609,TRK00033,2023-08-17,Inspection,334637,2.4,288.71,12.39,301.1,Denver,46.5,Emergency Inspection
MAINT00001610,TRK00014,2023-08-18,Repair,729684,6.9,854.54,629.2,1483.74,Columbus,31.7,Emergency Repair
MAINT00001611,TRK00039,2023-08-18,Preventive,64859,1.6,172.87,2404.55,2577.42,Seattle,19.6,Scheduled Preventive
MAINT00001612,TRK00098,2023-08-18,Tire,622186,3.8,455.81,2470.62,2926.43,Milwaukee,41.7,Routine Tire
MAINT00001613,TRK00047,2023-08-18,Engine,210750,4.2,390.87,558.42,949.29,Denver,20.9,Routine Engine
MAINT00001614,TRK00031,2023-08-18,Engine,567667,5.9,680.05,1057.57,1737.62,Milwaukee,20.5,Routine Engine
MAINT00001615,TRK00003,2023-08-19,Tire,134233,4.2,446.37,3380.9,3827.27,Houston,14.2,Routine Tire
MAINT00001616,TRK00082,2023-08-19,Engine,614452,1.3,152.73,339.16,491.89,Las Vegas,11.8,Emergency Engine
MAINT00001617,TRK00077,2023-08-20,Transmission,104910,6.3,685.45,1151.82,1837.27,New York,5.4,Scheduled Transmission
MAINT00001618,TRK00003,2023-08-20,Tire,213642,6.2,744.15,2531.91,3276.06,Miami,37.6,Emergency Tire
MAINT00001619,TRK00063,2023-08-20,Engine,713548,5.7,645.62,2632.17,3277.79,Omaha,36.6,Emergency Engine
MAINT00001620,TRK00119,2023-08-21,Transmission,529177,4.1,468.8,322.93,791.73,Houston,21.6,Routine Transmission
MAINT00001621,TRK00025,2023-08-21,Tire,94110,3.0,309.29,2588.08,2897.37,Charlotte,24.9,Scheduled Tire
MAINT00001622,TRK00118,2023-08-21,Tire,258502,2.7,308.78,619.49,928.27,Miami,22.9,Emergency Tire
MAINT00001623,TRK00071,2023-08-21,Inspection,389838,5.7,711.61,130.63,842.24,Oklahoma City,2.4,Routine Inspection
MAINT00001624,TRK00053,2023-08-22,Brake,436266,7.0,784.88,542.74,1327.62,Las Vegas,11.3,Scheduled Brake
MAINT00001625,TRK00019,2023-08-22,Engine,442532,4.4,548.18,370.62,918.8,Dallas,28.8,Emergency Engine
MAINT00001626,TRK00050,2023-08-23,Preventive,607990,6.7,723.05,2679.9,3402.95,Seattle,39.5,Scheduled Preventive
MAINT00001627,TRK00023,2023-08-23,Tire,701555,1.8,187.31,227.89,415.2,Miami,13.1,Routine Tire
MAINT00001628,TRK00051,2023-08-24,Inspection,81383,5.7,536.55,109.01,645.56,Phoenix,6.9,Routine Inspection
MAINT00001629,TRK00056,2023-08-24,Transmission,266820,7.0,624.55,3304.91,3929.46,Omaha,18.5,Scheduled Transmission
MAINT00001630,TRK00011,2023-08-24,Transmission,227840,6.3,623.5,1010.47,1633.97,Kansas City,33.8,Scheduled Transmission
MAINT00001631,TRK00112,2023-08-25,Brake,306417,4.2,391.8,987.92,1379.72,Omaha,37.3,Routine Brake
MAINT00001632,TRK00022,2023-08-25,Inspection,486097,6.4,617.1,31.83,648.93,Columbus,42.8,Scheduled Inspection
MAINT00001633,TRK00090,2023-08-26,Inspection,371420,3.2,379.2,108.35,487.55,Milwaukee,8.6,Emergency Inspection
MAINT00001634,TRK00007,2023-08-26,Inspection,268415,5.2,621.18,139.94,761.12,Minneapolis,18.3,Scheduled Inspection
MAINT00001635,TRK00006,2023-08-26,Transmission,92261,7.5,755.55,182.3,937.85,Charlotte,6.5,Routine Transmission
MAINT00001636,TRK00099,2023-08-26,Tire,716578,7.6,681.96,1828.92,2510.88,Oklahoma City,5.6,Scheduled Tire
MAINT00001637,TRK00057,2023-08-26,Tire,272125,6.3,659.29,1438.38,2097.67,Nashville,35.9,Routine Tire
MAINT00001638,TRK00001,2023-08-26,Preventive,482107,7.1,722.52,2054.91,2777.43,Kansas City,46.4,Scheduled Preventive
MAINT00001639,TRK00118,2023-08-26,Tire,134036,3.3,299.36,2171.25,2470.61,Los Angeles,47.0,Routine Tire
MAINT00001640,TRK00083,2023-08-27,Brake,389040,0.7,80.75,2028.86,2109.61,Kansas City,7.2,Emergency Brake
MAINT00001641,TRK00017,2023-08-27,Repair,652440,5.8,701.8,1271.71,1973.51,Seattle,2.3,Routine Repair
MAINT00001642,TRK00020,2023-08-28,Transmission,685671,4.8,434.94,243.47,678.41,Nashville,24.2,Scheduled Transmission
MAINT00001643,TRK00091,2023-08-28,Tire,560957,8.0,963.98,2271.39,3235.37,Philadelphia,35.4,Scheduled Tire
MAINT00001644,TRK00044,2023-08-28,Preventive,551291,4.6,544.78,348.44,893.22,Los Angeles,17.9,Emergency Preventive
MAINT00001645,TRK00112,2023-08-28,Tire,312067,5.0,529.63,920.27,1449.9,Nashville,10.6,Scheduled Tire
MAINT00001646,TRK00007,2023-08-29,Preventive,92017,6.8,825.99,379.38,1205.37,Oklahoma City,2.0,Routine Preventive
MAINT00001647,TRK00005,2023-08-29,Brake,278203,7.4,839.93,1688.27,2528.2,Memphis,23.9,Scheduled Brake
MAINT00001648,TRK00010,2023-08-29,Repair,472853,8.0,758.63,2720.59,3479.22,Phoenix,18.6,Emergency Repair
MAINT00001649,TRK00078,2023-08-29,Engine,410699,6.1,758.93,1468.78,2227.71,Columbus,10.9,Emergency Engine
MAINT00001650,TRK00054,2023-08-30,Transmission,138721,2.1,236.6,1801.76,2038.36,New York,14.3,Emergency Transmission
MAINT00001651,TRK00110,2023-08-30,Tire,381687,6.8,632.03,850.12,1482.15,Indianapolis,24.6,Scheduled Tire
MAINT00001652,TRK00002,2023-08-30,Engine,712861,5.0,586.66,3022.2,3608.86,Columbus,46.1,Emergency Engine
MAINT00001653,TRK00046,2023-08-30,Inspection,195672,8.0,809.83,80.11,889.94,Las Vegas,32.8,Routine Inspection
MAINT00001654,TRK00066,2023-08-30,Brake,497161,1.9,177.5,1531.32,1708.82,Chicago,25.7,Routine Brake
MAINT00001655,TRK00020,2023-08-31,Tire,319007,1.3,146.26,759.77,906.03,Indianapolis,35.5,Routine Tire
MAINT00001656,TRK00053,2023-09-01,Engine,467567,2.4,222.41,697.16,919.57,Denver,23.8,Routine Engine
MAINT00001657,TRK00087,2023-09-01,Inspection,226008,2.1,186.67,130.44,317.11,Los Angeles,25.4,Emergency Inspection
MAINT00001658,TRK00070,2023-09-02,Brake,122340,5.7,709.35,3295.7,4005.05,Denver,19.9,Scheduled Brake
MAINT00001659,TRK00065,2023-09-02,Inspection,545678,4.9,584.63,129.8,714.43,Milwaukee,12.0,Emergency Inspection
MAINT00001660,TRK00093,2023-09-02,Transmission,172419,5.9,618.87,2448.27,3067.14,Indianapolis,16.8,Scheduled Transmission
MAINT00001661,TRK00099,2023-09-02,Transmission,222475,1.4,149.03,746.47,895.5,Atlanta,27.0,Scheduled Transmission
MAINT00001662,TRK00032,2023-09-03,Engine,596231,3.2,320.97,3429.62,3750.59,Detroit,20.3,Routine Engine
MAINT00001663,TRK00099,2023-09-04,Engine,335990,5.8,584.41,1657.94,2242.35,Dallas,37.9,Scheduled Engine
MAINT00001664,TRK00059,2023-09-04,Brake,152798,7.5,797.42,862.4,1659.82,Columbus,2.3,Scheduled Brake
MAINT00001665,TRK00108,2023-09-04,Transmission,500987,4.4,436.43,1483.81,1920.24,Oklahoma City,33.5,Scheduled Transmission
MAINT00001666,TRK00044,2023-09-04,Tire,335468,5.6,686.5,1134.62,1821.12,Memphis,29.2,Scheduled Tire
MAINT00001667,TRK00087,2023-09-04,Inspection,93636,5.3,454.64,21.99,476.63,Portland,14.4,Scheduled Inspection
MAINT00001668,TRK00114,2023-09-05,Engine,164581,1.9,218.75,617.64,836.39,Minneapolis,9.1,Emergency Engine
MAINT00001669,TRK00059,2023-09-05,Brake,462934,1.7,174.14,658.36,832.5,Denver,40.2,Emergency Brake
MAINT00001670,TRK00006,2023-09-05,Brake,604500,0.6,74.6,3221.14,3295.74,Indianapolis,8.6,Scheduled Brake
MAINT00001671,TRK00016,2023-09-06,Inspection,134048,1.5,129.28,93.68,222.96,Memphis,29.1,Routine Inspection
MAINT00001672,TRK00044,2023-09-06,Preventive,631154,3.5,300.56,2324.41,2624.97,Houston,47.1,Scheduled Preventive
MAINT00001673,TRK00032,2023-09-06,Transmission,658584,5.9,593.07,3224.23,3817.3,Nashville,38.0,Emergency Transmission
MAINT00001674,TRK00041,2023-09-06,Inspection,447000,3.9,387.2,66.22,453.42,Portland,37.2,Routine Inspection
MAINT00001675,TRK00008,2023-09-06,Preventive,408209,2.6,236.72,1935.18,2171.9,Miami,5.9,Routine Preventive
MAINT00001676,TRK00020,2023-09-07,Brake,574337,2.2,187.56,1422.28,1609.84,Las Vegas,38.5,Scheduled Brake
MAINT00001677,TRK00104,2023-09-08,Transmission,138194,5.4,584.93,165.19,750.12,Chicago,7.6,Scheduled Transmission
MAINT00001678,TRK00056,2023-09-08,Tire,443130,4.1,472.6,2875.09,3347.69,Milwaukee,23.7,Scheduled Tire
MAINT00001679,TRK00102,2023-09-09,Brake,222345,7.8,712.72,1580.67,2293.39,Oklahoma City,36.9,Scheduled Brake
MAINT00001680,TRK00053,2023-09-10,Inspection,570281,3.3,411.59,110.28,521.87,Oklahoma City,46.7,Scheduled Inspection
MAINT00001681,TRK00026,2023-09-10,Preventive,737729,0.6,71.69,2219.94,2291.63,Memphis,41.5,Routine Preventive
MAINT00001682,TRK00029,2023-09-11,Preventive,78002,2.6,286.75,1703.29,1990.04,Denver,27.7,Scheduled Preventive
MAINT00001683,TRK00079,2023-09-11,Inspection,300616,5.8,599.27,24.0,623.27,Omaha,21.7,Scheduled Inspection
MAINT00001684,TRK00033,2023-09-11,Engine,101829,2.6,222.68,2804.45,3027.13,Omaha,14.3,Scheduled Engine
MAINT00001685,TRK00043,2023-09-12,Engine,195203,5.9,623.93,1580.11,2204.04,Salt Lake City,39.0,Scheduled Engine
MAINT00001686,TRK00051,2023-09-12,Repair,194711,2.8,275.91,786.67,1062.58,Milwaukee,21.6,Scheduled Repair
MAINT00001687,TRK00091,2023-09-14,Engine,620987,7.7,809.26,2777.16,3586.42,Miami,28.0,Routine Engine
MAINT00001688,TRK00093,2023-09-15,Inspection,738819,4.3,425.86,52.06,477.92,Phoenix,12.2,Routine Inspection
MAINT00001689,TRK00001,2023-09-15,Preventive,581099,5.4,544.76,3306.88,3851.64,Denver,3.3,Scheduled Preventive
MAINT00001690,TRK00100,2023-09-16,Engine,80284,1.1,111.51,2122.73,2234.24,Chicago,18.5,Scheduled Engine
MAINT00001691,TRK00026,2023-09-16,Engine,511480,7.3,675.09,1469.11,2144.2,Charlotte,13.2,Emergency Engine
MAINT00001692,TRK00118,2023-09-16,Transmission,642439,1.2,125.16,528.15,653.31,Houston,38.0,Scheduled Transmission
MAINT00001693,TRK00011,2023-09-16,Transmission,735527,3.5,418.14,2139.71,2557.85,Denver,40.1,Routine Transmission
MAINT00001694,TRK00114,2023-09-17,Engine,471642,4.5,513.39,2284.99,2798.38,Miami,11.1,Routine Engine
MAINT00001695,TRK00014,2023-09-18,Engine,620239,1.9,197.2,1175.66,1372.86,Oklahoma City,32.4,Scheduled Engine
MAINT00001696,TRK00073,2023-09-18,Transmission,599472,3.4,320.38,1779.65,2100.03,Houston,45.6,Scheduled Transmission
MAINT00001697,TRK00116,2023-09-18,Inspection,123449,1.7,173.3,80.54,253.84,New York,46.3,Emergency Inspection
MAINT00001698,TRK00002,2023-09-18,Inspection,559003,7.3,738.0,113.23,851.23,Portland,42.5,Scheduled Inspection
MAINT00001699,TRK00095,2023-09-18,Transmission,263150,7.0,667.75,3326.9,3994.65,Oklahoma City,4.1,Routine Transmission
MAINT00001700,TRK00102,2023-09-19,Engine,179372,2.6,318.2,700.29,1018.49,Chicago,44.1,Emergency Engine
MAINT00001701,TRK00080,2023-09-20,Repair,340520,3.0,317.92,2555.33,2873.25,Minneapolis,28.9,Scheduled Repair
MAINT00001702,TRK00011,2023-09-20,Brake,463453,2.8,251.49,1173.2,1424.69,Detroit,10.6,Scheduled Brake
MAINT00001703,TRK00100,2023-09-20,Repair,167058,4.8,461.75,1951.54,2413.29,Indianapolis,15.1,Emergency Repair
MAINT00001704,TRK00108,2023-09-21,Preventive,98093,1.7,155.69,2492.91,2648.6,Milwaukee,4.5,Scheduled Preventive
MAINT00001705,TRK00042,2023-09-21,Tire,625876,4.7,451.95,289.47,741.42,Detroit,2.0,Routine Tire
MAINT00001706,TRK00099,2023-09-21,Tire,397326,1.7,210.0,3200.12,3410.12,Atlanta,13.2,Scheduled Tire
MAINT00001707,TRK00053,2023-09-21,Transmission,496681,3.0,361.31,907.42,1268.73,Nashville,13.7,Routine Transmission
MAINT00001708,TRK00108,2023-09-22,Brake,168446,7.7,705.79,665.1,1370.89,Salt Lake City,26.2,Emergency Brake
MAINT00001709,TRK00090,2023-09-23,Tire,256639,4.9,460.87,376.61,837.48,Oklahoma City,44.4,Emergency Tire
MAINT00001710,TRK00044,2023-09-23,Engine,143223,5.9,663.44,667.04,1330.48,Los Angeles,30.1,Scheduled Engine
MAINT00001711,TRK00067,2023-09-23,Engine,532664,4.8,423.17,2883.5,3306.67,Minneapolis,17.4,Routine Engine
MAINT00001712,TRK00110,2023-09-23,Transmission,475595,3.5,361.79,660.66,1022.45,Salt Lake City,27.1,Emergency Transmission
MAINT00001713,TRK00061,2023-09-24,Repair,695186,6.6,685.02,2882.99,3568.01,Memphis,16.7,Routine Repair
MAINT00001714,TRK00033,2023-09-24,Transmission,350314,5.5,635.69,3291.44,3927.13,Portland,2.5,Routine Transmission
MAINT00001715,TRK00029,2023-09-24,Preventive,269858,4.6,515.91,3498.61,4014.52,Columbus,28.7,Scheduled Preventive
MAINT00001716,TRK00103,2023-09-25,Brake,638141,1.6,187.66,1267.63,1455.29,Philadelphia,25.2,Routine Brake
MAINT00001717,TRK00078,2023-09-27,Inspection,171672,6.4,579.02,88.16,667.18,Houston,15.4,Emergency Inspection
MAINT00001718,TRK00119,2023-09-28,Repair,659132,2.8,292.42,645.76,938.18,Columbus,40.4,Scheduled Repair
MAINT00001719,TRK00082,2023-09-28,Engine,440063,7.2,637.6,633.62,1271.22,Dallas,42.2,Scheduled Engine
MAINT00001720,TRK00041,2023-09-28,Tire,529402,5.7,591.39,3455.66,4047.05,Indianapolis,21.9,Emergency Tire
MAINT00001721,TRK00101,2023-09-28,Engine,728367,6.7,805.1,277.48,1082.58,Denver,21.6,Routine Engine
MAINT00001722,TRK00034,2023-09-28,Brake,337751,4.6,499.46,834.55,1334.01,Nashville,3.4,Scheduled Brake
MAINT00001723,TRK00002,2023-09-29,Repair,622645,4.1,386.76,1913.85,2300.61,Seattle,26.1,Emergency Repair
MAINT00001724,TRK00096,2023-09-29,Brake,718249,2.5,273.17,213.12,486.29,Las Vegas,14.2,Scheduled Brake
MAINT00001725,TRK00042,2023-09-29,Engine,436707,2.8,323.18,1655.61,1978.79,Indianapolis,21.9,Emergency Engine
MAINT00001726,TRK00092,2023-09-29,Transmission,556091,1.9,167.92,1994.12,2162.04,Charlotte,38.6,Scheduled Transmission
MAINT00001727,TRK00085,2023-09-30,Inspection,566286,5.6,572.1,55.56,627.66,Dallas,23.3,Routine Inspection
MAINT00001728,TRK00081,2023-09-30,Preventive,668705,4.5,557.31,2876.26,3433.57,Columbus,21.8,Emergency Preventive
MAINT00001729,TRK00005,2023-10-01,Engine,523201,7.0,623.06,1571.03,2194.09,Indianapolis,37.5,Routine Engine
MAINT00001730,TRK00026,2023-10-01,Transmission,252900,7.6,668.55,1171.45,1840.0,Los Angeles,20.9,Scheduled Transmission
MAINT00001731,TRK00116,2023-10-01,Transmission,483403,0.7,80.43,3056.32,3136.75,Atlanta,24.1,Emergency Transmission
MAINT00001732,TRK00072,2023-10-01,Repair,739562,1.4,169.23,1307.15,1476.38,Las Vegas,2.7,Routine Repair
MAINT00001733,TRK00016,2023-10-01,Preventive,270004,0.8,84.56,3336.69,3421.25,Milwaukee,26.7,Scheduled Preventive
MAINT00001734,TRK00053,2023-10-03,Repair,385220,3.8,420.66,3277.04,3697.7,Charlotte,4.6,Scheduled Repair
MAINT00001735,TRK00044,2023-10-03,Inspection,470393,0.8,70.23,66.99,137.22,Kansas City,45.1,Routine Inspection
MAINT00001736,TRK00065,2023-10-03,Preventive,591079,1.0,124.62,1933.85,2058.47,Dallas,22.0,Emergency Preventive
MAINT00001737,TRK00072,2023-10-04,Inspection,412023,5.6,606.6,3.46,610.06,Omaha,34.1,Scheduled Inspection
MAINT00001738,TRK00065,2023-10-04,Brake,486725,7.9,793.37,605.47,1398.84,Denver,21.1,Emergency Brake
MAINT00001739,TRK00030,2023-10-04,Inspection,253397,2.7,236.17,27.57,263.74,Miami,2.4,Routine Inspection
MAINT00001740,TRK00027,2023-10-04,Engine,500242,2.4,280.42,2405.12,2685.54,Memphis,9.1,Emergency Engine
MAINT00001741,TRK00030,2023-10-04,Brake,165408,1.9,162.41,887.78,1050.19,Seattle,10.5,Routine Brake
MAINT00001742,TRK00004,2023-10-04,Brake,492862,4.7,408.25,3189.26,3597.51,Phoenix,45.5,Routine Brake
MAINT00001743,TRK00116,2023-10-04,Repair,738774,1.8,157.28,2150.38,2307.66,Minneapolis,17.0,Routine Repair
MAINT00001744,TRK00068,2023-10-05,Brake,325357,4.1,400.62,504.81,905.43,Milwaukee,24.5,Emergency Brake
MAINT00001745,TRK00096,2023-10-06,Inspection,600956,3.8,432.49,40.03,472.52,Dallas,2.5,Scheduled Inspection
MAINT00001746,TRK00012,2023-10-07,Transmission,646512,7.5,646.64,1063.0,1709.64,Omaha,8.0,Routine Transmission
MAINT00001747,TRK00081,2023-10-07,Transmission,135881,5.3,621.07,3244.19,3865.26,New York,3.1,Routine Transmission
MAINT00001748,TRK00052,2023-10-07,Repair,127124,2.9,331.74,1000.29,1332.03,Seattle,34.7,Emergency Repair
MAINT00001749,TRK00055,2023-10-07,Inspection,103189,6.7,717.71,117.47,835.18,Omaha,3.7,Routine Inspection
MAINT00001750,TRK00046,2023-10-08,Transmission,254532,2.2,261.47,543.41,804.88,Portland,29.7,Routine Transmission
MAINT00001751,TRK00056,2023-10-09,Repair,421525,2.3,270.74,2667.38,2938.12,Los Angeles,32.4,Routine Repair
MAINT00001752,TRK00073,2023-10-09,Tire,490531,6.8,765.75,235.82,1001.57,Denver,25.8,Scheduled Tire
MAINT00001753,TRK00018,2023-10-09,Inspection,728987,6.7,598.79,128.8,727.59,Memphis,29.4,Routine Inspection
MAINT00001754,TRK00004,2023-10-09,Transmission,192078,1.6,157.86,467.61,625.47,Indianapolis,2.0,Emergency Transmission
MAINT00001755,TRK00071,2023-10-10,Engine,398207,1.4,123.44,1488.52,1611.96,Philadelphia,18.8,Scheduled Engine
MAINT00001756,TRK00104,2023-10-10,Transmission,623946,0.8,69.78,2201.53,2271.31,Memphis,9.3,Routine Transmission
MAINT00001757,TRK00114,2023-10-10,Brake,507866,7.6,916.91,2966.4,3883.31,Minneapolis,43.0,Scheduled Brake
MAINT00001758,TRK00082,2023-10-10,Inspection,578684,2.5,304.26,145.47,449.73,Miami,17.6,Scheduled Inspection
MAINT00001759,TRK00101,2023-10-10,Brake,530178,3.8,421.27,2812.86,3234.13,Salt Lake City,20.4,Scheduled Brake
MAINT00001760,TRK00096,2023-10-10,Inspection,232851,3.0,313.4,53.03,366.43,Phoenix,32.3,Emergency Inspection
MAINT00001761,TRK00106,2023-10-10,Repair,673391,6.3,738.08,380.0,1118.08,Chicago,30.1,Emergency Repair
MAINT00001762,TRK00073,2023-10-10,Inspection,534657,2.2,220.82,68.52,289.34,Milwaukee,27.5,Routine Inspection
MAINT00001763,TRK00106,2023-10-14,Brake,690771,5.1,450.92,2215.82,2666.74,Chicago,19.2,Routine Brake
MAINT00001764,TRK00078,2023-10-15,Inspection,53781,3.3,303.88,145.0,448.88,Denver,42.6,Emergency Inspection
MAINT00001765,TRK00110,2023-10-15,Preventive,123302,4.4,534.12,91.63,625.75,Portland,13.7,Scheduled Preventive
MAINT00001766,TRK00064,2023-10-15,Preventive,80876,6.1,664.29,743.6,1407.89,Philadelphia,26.3,Emergency Preventive
MAINT00001767,TRK00027,2023-10-16,Repair,363186,1.2,140.35,2123.23,2263.58,Phoenix,15.6,Routine Repair
MAINT00001768,TRK00007,2023-10-16,Engine,60163,0.9,78.75,1128.75,1207.5,Oklahoma City,17.3,Scheduled Engine
MAINT00001769,TRK00057,2023-10-16,Engine,333645,2.5,256.37,3355.58,3611.95,Milwaukee,35.6,Scheduled Engine
MAINT00001770,TRK00029,2023-10-17,Tire,652896,5.5,587.81,1252.28,1840.09,Chicago,38.4,Emergency Tire
MAINT00001771,TRK00025,2023-10-17,Transmission,693062,4.4,393.56,979.57,1373.13,Milwaukee,28.2,Emergency Transmission
MAINT00001772,TRK00112,2023-10-17,Repair,576306,2.3,236.44,1913.96,2150.4,Chicago,8.8,Scheduled Repair
MAINT00001773,TRK00086,2023-10-17,Preventive,746010,4.9,495.49,297.14,792.63,Denver,30.6,Emergency Preventive
MAINT00001774,TRK00006,2023-10-17,Preventive,472334,7.0,821.22,3125.04,3946.26,Las Vegas,37.3,Emergency Preventive
MAINT00001775,TRK00111,2023-10-17,Transmission,589276,4.2,504.88,851.74,1356.62,Atlanta,46.3,Emergency Transmission
MAINT00001776,TRK00078,2023-10-17,Inspection,187497,3.2,334.73,1.76,336.49,Dallas,45.9,Routine Inspection
MAINT00001777,TRK00111,2023-10-17,Preventive,259355,7.8,743.32,1958.73,2702.05,Chicago,40.8,Emergency Preventive
MAINT00001778,TRK00046,2023-10-18,Transmission,601985,1.2,110.08,1355.52,1465.6,Atlanta,34.2,Emergency Transmission
MAINT00001779,TRK00108,2023-10-18,Brake,495208,5.7,543.98,1220.8,1764.78,Seattle,47.5,Emergency Brake
MAINT00001780,TRK00055,2023-10-18,Inspection,179240,6.1,741.26,115.87,857.13,Atlanta,5.1,Scheduled Inspection
MAINT00001781,TRK00108,2023-10-18,Engine,485042,4.5,506.85,313.92,820.77,Minneapolis,6.3,Emergency Engine
MAINT00001782,TRK00095,2023-10-19,Transmission,438045,6.3,677.34,313.2,990.54,Los Angeles,43.5,Emergency Transmission
MAINT00001783,TRK00025,2023-10-19,Repair,698742,5.2,591.24,2839.32,3430.56,Philadelphia,30.8,Routine Repair
MAINT00001784,TRK00050,2023-10-20,Preventive,681576,5.1,596.07,2447.56,3043.63,Seattle,27.5,Emergency Preventive
MAINT00001785,TRK00076,2023-10-20,Tire,671274,4.6,491.7,184.42,676.12,Kansas City,6.9,Routine Tire
MAINT00001786,TRK00092,2023-10-20,Preventive,86801,7.2,750.95,2569.4,3320.35,Chicago,34.4,Scheduled Preventive
MAINT00001787,TRK00044,2023-10-20,Brake,179884,7.5,804.83,2374.26,3179.09,Detroit,44.4,Routine Brake
MAINT00001788,TRK00095,2023-10-20,Engine,428948,6.0,696.8,1976.63,2673.43,Columbus,26.6,Emergency Engine
MAINT00001789,TRK00034,2023-10-21,Repair,174899,1.4,137.32,2685.84,2823.16,Milwaukee,43.6,Routine Repair
