truck_id,month,trips_completed,total_miles,total_revenue,average_mpg,maintenance_events,maintenance_cost,downtime_hours,utilization_rate
TRK00059,2024-07-01,23,34037,73439.8,6.49,0,0.0,0.0,0.742
TRK00059,2024-08-01,31,40197,87636.64,6.66,0,0.0,0.0,1.0
TRK00059,2024-09-01,34,52092,108499.31,6.65,0,0.0,0.0,1.133
TRK00059,2024-10-01,21,28944,60733.21,6.44,0,0.0,0.0,0.677
TRK00059,2024-11-01,15,25455,53044.62,6.46,0,0.0,0.0,0.5
TRK00059,2024-12-01,21,30656,65651.12,6.53,0,0.0,0.0,0.677
TRK00060,2022-01-01,26,34759,77240.04,6.48,1,3314.0,46.4,0.839
TRK00060,2022-02-01,19,26671,57867.92,6.65,0,0.0,0.0,0.679
TRK00060,2022-03-01,20,35150,78081.25,6.37,1,2722.09,43.2,0.645
TRK00060,2022-04-01,35,42927,91965.56,6.59,1,791.8,35.5,1.167
TRK00060,2022-05-01,16,25286,52806.72,6.48,0,0.0,0.0,0.516
TRK00060,2022-06-01,35,51163,103957.66,6.61,0,0.0,0.0,1.167
TRK00060,2022-07-01,25,33003,77984.95,6.58,1,719.96,21.8,0.806
TRK00060,2022-08-01,18,31905,67117.55,6.75,1,2796.1,38.9,0.581
TRK00060,2022-09-01,22,30493,65281.11,6.49,2,2785.85,70.3,0.733
TRK00060,2022-10-01,26,39640,82839.9,6.34,1,893.02,27.8,0.839
TRK00060,2022-11-01,30,38554,78927.23,6.43,0,0.0,0.0,1.0
TRK00060,2022-12-01,26,41639,89815.82,6.28,3,4976.79,32.5,0.839
TRK00060,2023-01-01,25,38960,78790.38,6.3,0,0.0,0.0,0.806
TRK00060,2023-02-01,22,33565,77642.15,6.35,1,1359.0,2.0,0.786
TRK00060,2023-03-01,25,43250,95506.73,6.59,1,1274.77,3.7,0.806
TRK00060,2023-04-01,17,25652,54538.93,6.56,2,2047.31,76.8,0.567
TRK00060,2023-05-01,27,37848,81348.15,6.52,1,343.41,37.5,0.871
TRK00060,2023-06-01,30,43945,88325.33,6.45,0,0.0,0.0,1.0
TRK00060,2023-07-01,24,40100,84351.94,6.52,1,2168.38,25.4,0.774
TRK00060,2023-08-01,24,37163,80691.9,6.52,1,901.6,6.3,0.774
TRK00060,2023-09-01,27,33273,69421.57,6.46,0,0.0,0.0,0.9
TRK00060,2023-10-01,23,28213,59652.19,6.33,0,0.0,0.0,0.742
TRK00060,2023-11-01,18,31825,71504.07,6.55,3,6648.66,43.1,0.6
TRK00060,2023-12-01,23,33754,73847.09,6.59,2,1095.58,68.1,0.742
TRK00060,2024-01-01,24,28435,62674.76,6.33,0,0.0,0.0,0.774
TRK00060,2024-02-01,22,33389,72268.57,6.55,0,0.0,0.0,0.759
TRK00060,2024-03-01,25,39626,86427.97,6.38,0,0.0,0.0,0.806
TRK00060,2024-04-01,20,30575,65088.2,6.57,0,0.0,0.0,0.667
TRK00060,2024-05-01,31,42745,92189.52,6.65,1,1526.59,32.2,1.0
TRK00060,2024-06-01,17,24116,52774.94,6.57,0,0.0,0.0,0.567
TRK00060,2024-07-01,20,18951,39343.59,6.4,1,527.82,22.9,0.645
TRK00060,2024-08-01,22,29002,64250.3,6.35,0,0.0,0.0,0.71
TRK00060,2024-09-01,23,28471,53926.38,6.74,0,0.0,0.0,0.767
TRK00060,2024-10-01,16,21284,45283.87,6.44,0,0.0,0.0,0.516
TRK00060,2024-11-01,17,20206,43537.58,6.49,1,2307.09,7.0,0.567
TRK00060,2024-12-01,26,35860,79535.79,6.58,0,0.0,0.0,0.839
TRK00061,2022-01-01,35,43812,91876.48,6.55,1,3000.58,16.8,1.129
TRK00061,2022-02-01,27,39464,84944.84,6.51,0,0.0,0.0,0.964
TRK00061,2022-03-01,22,31737,64186.75,6.43,1,2306.72,30.1,0.71
TRK00061,2022-04-01,23,30767,64218.53,6.66,1,1623.62,16.5,0.767
TRK00061,2022-05-01,25,40283,85500.97,6.6,0,0.0,0.0,0.806
TRK00061,2022-06-01,23,30303,60420.95,6.52,0,0.0,0.0,0.767
TRK00061,2022-07-01,26,34459,73210.55,6.5,1,1514.36,6.8,0.839
TRK00061,2022-08-01,18,25796,56813.77,6.6,1,856.33,29.7,0.581
TRK00061,2022-09-01,29,36484,75061.0,6.47,1,422.36,15.8,0.967
TRK00061,2022-10-01,19,27581,54372.3,6.47,0,0.0,0.0,0.613
TRK00061,2022-11-01,23,31450,66378.39,6.52,3,7003.2,78.7,0.767
TRK00061,2022-12-01,16,20982,47435.98,6.48,0,0.0,0.0,0.516
TRK00061,2023-01-01,26,35700,80025.3,6.42,0,0.0,0.0,0.839
TRK00061,2023-02-01,24,36776,78695.61,6.55,0,0.0,0.0,0.857
TRK00061,2023-03-01,27,38539,78582.1,6.44,1,2723.83,29.1,0.871
TRK00061,2023-04-01,20,30543,66599.05,6.37,2,2095.76,40.3,0.667
TRK00061,2023-05-01,30,42933,89205.32,6.45,0,0.0,0.0,0.968
TRK00061,2023-06-01,29,40570,86693.24,6.39,2,1935.33,27.2,0.967
TRK00061,2023-07-01,28,43727,98481.09,6.5,1,880.84,17.1,0.903
TRK00061,2023-08-01,15,18386,39527.18,6.71,0,0.0,0.0,0.484
TRK00061,2023-09-01,23,24978,52233.08,6.36,1,3568.01,16.7,0.767
TRK00061,2023-10-01,31,44409,100993.92,6.59,0,0.0,0.0,1.0
TRK00061,2023-11-01,24,31996,69387.49,6.73,1,2976.31,38.7,0.8
TRK00061,2023-12-01,23,28153,59750.48,6.35,0,0.0,0.0,0.742
TRK00061,2024-01-01,24,34643,73339.74,6.36,1,3219.37,28.7,0.774
TRK00061,2024-02-01,20,29008,64649.14,6.42,0,0.0,0.0,0.69
TRK00061,2024-03-01,25,34608,71409.3,6.63,0,0.0,0.0,0.806
TRK00061,2024-04-01,31,43653,95953.87,6.41,0,0.0,0.0,1.033
TRK00061,2024-05-01,32,42469,85831.97,6.69,1,908.45,4.7,1.032
TRK00061,2024-06-01,31,42826,96901.66,6.46,0,0.0,0.0,1.033
TRK00061,2024-07-01,29,39881,87603.72,6.4,1,730.78,36.3,0.935
TRK00061,2024-08-01,20,25149,56435.51,6.72,1,2552.51,45.8,0.645
TRK00061,2024-09-01,19,31057,65216.1,6.52,0,0.0,0.0,0.633
TRK00061,2024-10-01,31,47167,102960.37,6.53,0,0.0,0.0,1.0
TRK00061,2024-11-01,27,42858,88817.43,6.54,2,2679.53,38.9,0.9
TRK00061,2024-12-01,29,45005,91958.47,6.57,1,2995.69,12.5,0.935
TRK00062,2022-01-01,29,42767,90947.69,6.58,0,0.0,0.0,0.935
TRK00062,2022-02-01,27,42119,90403.47,6.47,0,0.0,0.0,0.964
TRK00062,2022-03-01,39,51385,102842.27,6.46,1,2096.69,45.2,1.258
TRK00062,2022-04-01,31,38279,77936.5,6.53,0,0.0,0.0,1.033
TRK00062,2022-05-01,23,37806,89365.98,6.36,1,793.07,13.0,0.742
TRK00062,2022-06-01,22,27866,57438.06,6.29,0,0.0,0.0,0.733
TRK00062,2022-07-01,22,33276,74787.72,6.47,2,2499.14,44.7,0.71
TRK00062,2022-08-01,27,38618,88829.56,6.42,1,3406.09,25.9,0.871
TRK00062,2022-09-01,23,42741,92610.65,6.32,2,5479.42,77.7,0.767
TRK00062,2022-10-01,26,37103,82285.37,6.75,2,6422.58,53.7,0.839
TRK00062,2022-11-01,20,24678,52894.35,6.54,0,0.0,0.0,0.667
TRK00062,2022-12-01,26,33021,68956.93,6.46,1,1343.05,28.4,0.839
TRK00062,2023-01-01,23,33547,72132.02,6.29,0,0.0,0.0,0.742
TRK00062,2023-02-01,16,18815,43118.33,6.61,2,3430.3,72.3,0.571
TRK00062,2023-03-01,18,27017,55935.01,6.23,0,0.0,0.0,0.581
TRK00062,2023-04-01,34,50298,106139.37,6.46,2,4753.31,50.9,1.133
TRK00062,2023-05-01,21,27733,60692.32,6.63,0,0.0,0.0,0.677
TRK00062,2023-06-01,25,27985,64946.85,6.48,2,3332.03,73.9,0.833
TRK00062,2023-07-01,26,34233,77725.99,6.45,0,0.0,0.0,0.839
TRK00062,2023-08-01,20,33413,68694.9,6.53,0,0.0,0.0,0.645
TRK00062,2023-09-01,20,23105,53522.92,6.58,0,0.0,0.0,0.667
TRK00062,2023-10-01,35,51197,111397.56,6.59,0,0.0,0.0,1.129
TRK00062,2023-11-01,24,35582,78042.37,6.63,0,0.0,0.0,0.8
TRK00062,2023-12-01,22,25634,54639.7,6.37,2,2259.41,46.5,0.71
TRK00062,2024-01-01,33,46190,104281.35,6.48,0,0.0,0.0,1.065
TRK00062,2024-02-01,22,34137,74303.22,6.53,0,0.0,0.0,0.759
TRK00062,2024-03-01,20,29727,65040.11,6.75,0,0.0,0.0,0.645
TRK00062,2024-04-01,22,34400,73847.25,6.61,0,0.0,0.0,0.733
TRK00062,2024-05-01,40,53506,108842.44,6.53,0,0.0,0.0,1.29
TRK00062,2024-06-01,29,37513,84894.81,6.56,0,0.0,0.0,0.967
TRK00062,2024-07-01,20,28420,64578.85,6.36,4,8345.03,93.2,0.645
TRK00062,2024-08-01,29,41401,84256.2,6.62,1,3597.89,2.1,0.935
TRK00062,2024-09-01,26,35166,73956.37,6.56,2,3880.15,60.1,0.867
TRK00062,2024-10-01,17,21341,45140.95,6.62,1,2316.63,39.4,0.548
TRK00062,2024-11-01,26,33497,64019.64,6.56,2,2480.34,77.1,0.867
TRK00062,2024-12-01,26,40231,82492.08,6.47,3,3211.51,58.0,0.839
TRK00063,2022-01-01,23,30451,62974.8,6.42,0,0.0,0.0,0.742
TRK00063,2022-02-01,19,26856,55098.22,6.47,0,0.0,0.0,0.679
TRK00063,2022-03-01,17,18442,37454.42,6.28,0,0.0,0.0,0.548
TRK00063,2022-04-01,21,29385,59938.91,6.5,1,669.71,27.2,0.7
TRK00063,2022-05-01,24,33740,74598.44,6.56,0,0.0,0.0,0.774
TRK00063,2022-06-01,28,39002,76489.73,6.46,2,2269.39,46.1,0.933
TRK00063,2022-07-01,22,31154,66537.6,6.49,4,6241.73,152.2,0.71
TRK00063,2022-08-01,18,24305,52392.87,6.42,1,1783.1,18.6,0.581
TRK00063,2022-09-01,23,33154,71167.09,6.47,1,1631.81,3.3,0.767
TRK00063,2022-10-01,26,37091,81853.94,6.19,2,5710.97,23.4,0.839
TRK00063,2022-11-01,15,21762,46478.5,6.38,1,4175.24,41.0,0.5
TRK00063,2022-12-01,23,34474,77284.1,6.68,1,2783.74,22.5,0.742
TRK00063,2023-01-01,30,50346,108581.43,6.35,2,1101.88,39.6,0.968
TRK00063,2023-02-01,26,40547,90648.26,6.52,0,0.0,0.0,0.929
TRK00063,2023-03-01,21,30905,65093.88,6.45,0,0.0,0.0,0.677
TRK00063,2023-04-01,25,33226,75851.66,6.54,0,0.0,0.0,0.833
TRK00063,2023-05-01,26,34162,69249.08,6.39,1,2237.88,38.7,0.839
TRK00063,2023-06-01,25,41628,84670.42,6.53,0,0.0,0.0,0.833
TRK00063,2023-07-01,28,40501,92973.54,6.63,0,0.0,0.0,0.903
TRK00063,2023-08-01,24,34566,73885.86,6.53,1,3277.79,36.6,0.774
TRK00063,2023-09-01,28,47617,106004.22,6.41,0,0.0,0.0,0.933
TRK00063,2023-10-01,25,34595,76251.01,6.53,0,0.0,0.0,0.806
TRK00063,2023-11-01,25,34176,75709.27,6.44,0,0.0,0.0,0.833
TRK00063,2023-12-01,30,49770,96430.22,6.56,0,0.0,0.0,0.968
TRK00063,2024-01-01,29,40516,84651.92,6.5,0,0.0,0.0,0.935
TRK00063,2024-02-01,26,39325,80035.0,6.66,1,790.84,18.7,0.897
TRK00063,2024-03-01,18,21705,51212.72,6.52,0,0.0,0.0,0.581
TRK00063,2024-04-01,26,33739,72897.15,6.6,0,0.0,0.0,0.867
TRK00063,2024-05-01,33,45586,95842.14,6.44,0,0.0,0.0,1.065
TRK00063,2024-06-01,31,41474,88743.31,6.47,0,0.0,0.0,1.033
TRK00063,2024-07-01,17,22797,48537.29,6.48,1,1758.88,5.0,0.548
TRK00063,2024-08-01,29,38299,83941.02,6.57,2,4131.38,71.7,0.935
TRK00063,2024-09-01,25,36675,76646.45,6.65,2,1546.46,60.1,0.833
TRK00063,2024-10-01,22,25296,53118.56,6.5,2,3768.81,34.7,0.71
TRK00063,2024-11-01,20,24113,48844.76,6.44,1,496.98,6.3,0.667
TRK00063,2024-12-01,21,28004,63685.98,6.45,1,2292.45,29.1,0.677
TRK00064,2022-01-01,23,33248,68149.25,6.42,1,2332.36,4.2,0.742
TRK00064,2022-02-01,25,38863,83065.93,6.35,0,0.0,0.0,0.893
TRK00064,2022-03-01,25,38793,85412.49,6.51,1,1750.87,16.8,0.806
TRK00064,2022-04-01,24,31792,67695.12,6.42,3,7822.96,77.1,0.8
TRK00064,2022-05-01,25,28611,63764.45,6.42,0,0.0,0.0,0.806
TRK00064,2022-06-01,35,48904,104528.56,6.77,0,0.0,0.0,1.167
TRK00064,2022-07-01,24,33079,71455.77,6.54,0,0.0,0.0,0.774
TRK00064,2022-08-01,28,40297,85942.54,6.64,0,0.0,0.0,0.903
TRK00064,2022-09-01,34,39421,85500.66,6.51,1,1580.56,29.9,1.133
TRK00064,2022-10-01,24,36303,82043.41,6.68,2,4042.78,22.6,0.774
TRK00064,2022-11-01,20,28004,58970.83,6.62,1,2581.75,5.5,0.667
TRK00064,2022-12-01,29,36393,78842.77,6.54,1,2191.75,24.6,0.935
TRK00064,2023-01-01,28,42219,85904.27,6.55,0,0.0,0.0,0.903
TRK00064,2023-02-01,23,37170,81145.98,6.57,1,1487.46,42.7,0.821
TRK00064,2023-03-01,21,32011,70486.81,6.53,0,0.0,0.0,0.677
TRK00064,2023-04-01,25,37218,78904.26,6.27,0,0.0,0.0,0.833
TRK00064,2023-05-01,20,28958,58581.74,6.63,2,2409.55,60.3,0.645
TRK00064,2023-06-01,22,26266,59340.3,6.62,0,0.0,0.0,0.733
TRK00064,2023-07-01,27,41257,99045.19,6.43,1,716.14,19.6,0.871
TRK00064,2023-08-01,27,29972,65617.12,6.51,0,0.0,0.0,0.871
TRK00064,2023-09-01,17,23918,54656.09,6.43,0,0.0,0.0,0.567
TRK00064,2023-10-01,27,44360,95197.64,6.56,1,1407.89,26.3,0.871
TRK00064,2023-11-01,23,35031,78622.61,6.22,0,0.0,0.0,0.767
TRK00064,2023-12-01,24,35830,69836.11,6.5,0,0.0,0.0,0.774
TRK00064,2024-01-01,27,35622,77372.58,6.55,2,5223.76,68.1,0.871
TRK00064,2024-02-01,26,36902,76599.85,6.57,0,0.0,0.0,0.897
TRK00064,2024-03-01,24,28004,61153.16,6.61,0,0.0,0.0,0.774
TRK00064,2024-04-01,22,33223,70794.18,6.48,0,0.0,0.0,0.733
TRK00064,2024-05-01,23,25499,55406.72,6.6,0,0.0,0.0,0.742
TRK00064,2024-06-01,30,51296,106292.42,6.64,2,4037.51,76.6,1.0
TRK00064,2024-07-01,40,60398,135397.69,6.48,0,0.0,0.0,1.29
TRK00064,2024-08-01,26,37116,86064.46,6.4,0,0.0,0.0,0.839
TRK00064,2024-09-01,24,34821,70885.84,6.54,1,2737.79,9.1,0.8
TRK00064,2024-10-01,28,44881,93221.34,6.47,2,5973.23,26.8,0.903
TRK00064,2024-11-01,17,19653,42403.02,6.66,0,0.0,0.0,0.567
TRK00064,2024-12-01,31,41537,83327.43,6.56,0,0.0,0.0,1.0
TRK00065,2022-01-01,20,23354,48528.59,6.43,1,2421.32,40.0,0.645
TRK00065,2022-02-01,12,19557,39569.6,6.49,0,0.0,0.0,0.429
TRK00065,2022-03-01,22,35546,77630.54,6.61,0,0.0,0.0,0.71
TRK00065,2022-04-01,31,44924,91322.29,6.5,1,1127.03,31.0,1.033
TRK00065,2022-05-01,38,48011,107448.26,6.49,1,3219.88,46.5,1.226
TRK00065,2022-06-01,22,35585,70070.86,6.75,1,718.27,10.3,0.733
TRK00065,2022-07-01,18,20984,47398.52,6.56,1,3855.85,10.6,0.581
TRK00065,2022-08-01,25,44826,90620.91,6.57,0,0.0,0.0,0.806
TRK00065,2022-09-01,21,27575,61382.26,6.4,1,2227.85,6.0,0.7
TRK00065,2022-10-01,24,25619,53464.6,6.39,3,7096.82,61.6,0.774
TRK00065,2022-11-01,25,27081,56473.72,6.48,1,871.87,24.6,0.833
TRK00065,2022-12-01,24,36082,72150.17,6.44,0,0.0,0.0,0.774
TRK00065,2023-01-01,28,34452,71488.67,6.35,1,292.69,16.5,0.903
TRK00065,2023-02-01,24,29030,63456.78,6.65,1,464.91,20.4,0.857
TRK00065,2023-03-01,30,42627,97667.95,6.3,2,6145.18,34.3,0.968
TRK00065,2023-04-01,28,44275,91799.92,6.51,1,3820.03,41.5,0.933
TRK00065,2023-05-01,24,39312,81931.47,6.45,0,0.0,0.0,0.774
TRK00065,2023-06-01,29,45032,100487.87,6.57,0,0.0,0.0,0.967
TRK00065,2023-07-01,28,37242,82302.79,6.58,1,1962.53,10.6,0.903
TRK00065,2023-08-01,20,33592,74522.5,6.64,0,0.0,0.0,0.645
TRK00065,2023-09-01,16,23897,49884.71,6.32,1,714.43,12.0,0.533
TRK00065,2023-10-01,37,50494,109611.95,6.45,2,3457.31,43.1,1.194
TRK00065,2023-11-01,26,38444,81870.8,6.41,0,0.0,0.0,0.867
TRK00065,2023-12-01,29,28474,63659.91,6.52,0,0.0,0.0,0.935
TRK00065,2024-01-01,25,32555,71690.89,6.58,1,3455.15,22.8,0.806
TRK00065,2024-02-01,16,26200,50048.93,6.28,0,0.0,0.0,0.552
TRK00065,2024-03-01,27,42198,84157.24,6.7,0,0.0,0.0,0.871
TRK00065,2024-04-01,25,36399,84292.4,6.5,0,0.0,0.0,0.833
TRK00065,2024-05-01,35,52231,110009.39,6.2,0,0.0,0.0,1.129
TRK00065,2024-06-01,18,18961,45033.71,6.5,1,1882.99,38.8,0.6
TRK00065,2024-07-01,28,34880,75173.53,6.35,2,6838.9,39.1,0.903
TRK00065,2024-08-01,28,41860,89758.6,6.52,0,0.0,0.0,0.903
TRK00065,2024-09-01,26,41641,92112.64,6.61,0,0.0,0.0,0.867
TRK00065,2024-10-01,33,50453,103541.52,6.57,0,0.0,0.0,1.065
TRK00065,2024-11-01,26,35954,79599.68,6.49,1,3443.13,41.4,0.867
TRK00065,2024-12-01,36,58599,128315.96,6.43,2,3500.46,38.7,1.161
TRK00067,2022-01-01,35,42538,92035.73,6.63,1,2139.83,24.3,1.129
TRK00067,2022-02-01,28,42320,87241.74,6.45,2,1843.59,41.1,1.0
TRK00067,2022-03-01,24,33293,69528.24,6.52,3,3143.4,87.9,0.774
TRK00067,2022-04-01,23,33089,77916.68,6.55,0,0.0,0.0,0.767
TRK00067,2022-05-01,29,48336,102685.89,6.48,0,0.0,0.0,0.935
TRK00067,2022-06-01,23,32399,69567.82,6.52,1,2777.72,47.0,0.767
TRK00067,2022-07-01,27,33070,75307.43,6.22,0,0.0,0.0,0.871
TRK00067,2022-08-01,26,32282,64648.17,6.51,0,0.0,0.0,0.839
TRK00067,2022-09-01,37,56247,110950.11,6.56,2,3882.36,63.4,1.233
TRK00067,2022-10-01,22,34795,74313.34,6.55,1,3143.84,10.9,0.71
TRK00067,2022-11-01,22,35815,75260.01,6.44,1,2479.88,18.7,0.733
TRK00067,2022-12-01,23,31986,64325.11,6.42,1,450.39,13.5,0.742
TRK00067,2023-01-01,29,42021,87095.64,6.48,1,478.77,17.6,0.935
TRK00067,2023-02-01,33,52703,113538.66,6.61,0,0.0,0.0,1.179
TRK00067,2023-03-01,24,35672,79329.3,6.37,1,1236.98,7.1,0.774
TRK00067,2023-04-01,21,32440,77704.72,6.32,0,0.0,0.0,0.7
TRK00067,2023-05-01,20,29584,65874.41,6.28,1,2377.12,46.2,0.645
TRK00067,2023-06-01,28,32813,74149.35,6.6,1,3453.66,14.0,0.933
TRK00067,2023-07-01,30,48356,110226.34,6.55,0,0.0,0.0,0.968
TRK00067,2023-08-01,17,21697,47020.75,6.52,0,0.0,0.0,0.548
TRK00067,2023-09-01,22,38611,84835.56,6.52,1,3306.67,17.4,0.733
TRK00067,2023-10-01,23,34897,78792.61,6.54,1,847.0,42.7,0.742
TRK00067,2023-11-01,25,35612,79810.31,6.74,0,0.0,0.0,0.833
TRK00067,2023-12-01,18,26115,56534.19,6.28,1,242.92,43.5,0.581
TRK00067,2024-01-01,30,38023,82190.7,6.71,1,1278.86,29.9,0.968
TRK00067,2024-02-01,25,37559,80182.2,6.36,0,0.0,0.0,0.862
TRK00067,2024-03-01,25,33831,76632.79,6.54,1,1422.04,33.4,0.806
TRK00067,2024-04-01,21,35568,73822.33,6.27,2,3739.52,58.9,0.7
TRK00067,2024-05-01,20,27254,65021.26,6.11,0,0.0,0.0,0.645
TRK00067,2024-06-01,25,32625,71338.77,6.56,1,1711.49,7.7,0.833
TRK00067,2024-07-01,33,50415,110171.44,6.38,1,826.12,32.6,1.065
TRK00067,2024-08-01,26,35052,70122.35,6.61,0,0.0,0.0,0.839
TRK00067,2024-09-01,28,41658,92294.47,6.54,1,858.81,37.1,0.933
TRK00067,2024-10-01,27,42656,95790.14,6.58,0,0.0,0.0,0.871
TRK00067,2024-11-01,18,23351,50162.03,6.6,1,1691.98,16.0,0.6
TRK00067,2024-12-01,21,27925,61449.21,6.51,2,2042.33,46.7,0.677
TRK00068,2022-01-01,25,39225,80549.97,6.71,2,5067.99,14.9,0.806
TRK00068,2022-02-01,28,41164,86713.52,6.41,1,1597.03,44.4,1.0
TRK00068,2022-03-01,22,33771,75434.07,6.62,0,0.0,0.0,0.71
TRK00068,2022-04-01,22,30877,65780.3,6.47,0,0.0,0.0,0.733
TRK00068,2022-05-01,22,28995,61304.93,6.49,0,0.0,0.0,0.71
TRK00068,2022-06-01,20,30188,66502.18,6.5,0,0.0,0.0,0.667
TRK00068,2022-07-01,24,31537,67293.74,6.64,1,1295.19,30.5,0.774
TRK00068,2022-08-01,25,30556,66816.6,6.36,2,5790.46,75.1,0.806
TRK00068,2022-09-01,19,31827,69280.39,6.49,0,0.0,0.0,0.633
TRK00068,2022-10-01,31,41705,91300.2,6.46,3,8747.72,46.4,1.0
TRK00068,2022-11-01,31,40852,94341.59,6.41,0,0.0,0.0,1.033
TRK00068,2022-12-01,30,41542,93990.96,6.41,1,1776.29,13.1,0.968
TRK00068,2023-01-01,27,42456,96979.97,6.49,2,2315.93,58.8,0.871
TRK00068,2023-02-01,20,27732,61056.47,6.3,0,0.0,0.0,0.714
TRK00068,2023-03-01,30,43446,93682.31,6.58,0,0.0,0.0,0.968
TRK00068,2023-04-01,27,37699,82954.14,6.41,2,3120.05,67.9,0.9
TRK00068,2023-05-01,23,33578,68259.36,6.35,0,0.0,0.0,0.742
TRK00068,2023-06-01,15,22936,44107.56,6.31,1,3110.58,35.1,0.5
TRK00068,2023-07-01,20,34046,75135.77,6.57,0,0.0,0.0,0.645
TRK00068,2023-08-01,37,48742,108900.76,6.53,0,0.0,0.0,1.194
TRK00068,2023-09-01,30,35291,77351.7,6.64,0,0.0,0.0,1.0
TRK00068,2023-10-01,28,42117,91926.36,6.36,1,905.43,24.5,0.903
TRK00068,2023-11-01,26,35755,76411.35,6.59,1,3349.75,26.4,0.867
TRK00068,2023-12-01,13,21578,49608.68,6.26,1,1476.82,4.7,0.419
TRK00068,2024-01-01,22,35235,82756.92,6.46,1,218.74,20.8,0.71
TRK00068,2024-02-01,21,31415,69966.97,6.52,0,0.0,0.0,0.724
TRK00068,2024-03-01,23,39160,80474.6,6.41,0,0.0,0.0,0.742
TRK00068,2024-04-01,25,36733,75930.71,6.48,0,0.0,0.0,0.833
TRK00068,2024-05-01,25,32797,76856.08,6.49,0,0.0,0.0,0.806
TRK00068,2024-06-01,23,33711,69337.13,6.46,1,1355.98,2.3,0.767
TRK00068,2024-07-01,23,28692,62482.16,6.26,1,277.45,32.5,0.742
TRK00068,2024-08-01,32,38901,87326.76,6.4,1,2426.71,31.2,1.032
TRK00068,2024-09-01,33,41102,82816.93,6.63,1,587.77,29.5,1.1
TRK00068,2024-10-01,24,35899,81835.06,6.47,0,0.0,0.0,0.774
TRK00068,2024-11-01,24,42522,90837.62,6.51,1,1411.82,40.4,0.8
TRK00068,2024-12-01,29,42867,87907.97,6.42,2,3972.23,33.8,0.935
TRK00069,2022-01-01,33,43036,96621.77,6.61,0,0.0,0.0,1.065
TRK00069,2022-02-01,22,26952,62355.07,6.45,0,0.0,0.0,0.786
TRK00069,2022-03-01,29,42806,88522.6,6.36,0,0.0,0.0,0.935
TRK00069,2022-04-01,23,27426,54368.64,6.46,1,884.84,34.7,0.767
TRK00069,2022-05-01,27,38056,83980.73,6.49,1,841.19,28.5,0.871
TRK00069,2022-06-01,23,33517,72434.29,6.59,1,3511.52,18.3,0.767
TRK00069,2022-07-01,32,46528,98578.4,6.59,0,0.0,0.0,1.032
TRK00069,2022-08-01,35,54975,114809.53,6.44,1,168.48,20.3,1.129
TRK00069,2022-09-01,23,24250,51139.86,6.48,1,1937.59,11.3,0.767
TRK00069,2022-10-01,20,30806,65763.24,6.37,0,0.0,0.0,0.645
TRK00069,2022-11-01,29,36737,80737.61,6.66,0,0.0,0.0,0.967
TRK00069,2022-12-01,30,50649,115166.99,6.48,1,3338.89,11.6,0.968
TRK00069,2023-01-01,29,35198,80125.95,6.67,0,0.0,0.0,0.935
TRK00069,2023-02-01,26,41376,84513.87,6.48,0,0.0,0.0,0.929
TRK00069,2023-03-01,26,29859,67168.59,6.59,0,0.0,0.0,0.839
TRK00069,2023-04-01,22,27725,64312.87,6.47,1,3272.95,5.4,0.733
TRK00069,2023-05-01,19,29074,53104.64,6.49,1,997.17,5.6,0.613
TRK00069,2023-06-01,29,43288,94902.11,6.5,0,0.0,0.0,0.967
TRK00069,2023-07-01,24,38623,80214.52,6.64,0,0.0,0.0,0.774
TRK00069,2023-08-01,26,34931,76879.16,6.37,2,3815.05,68.1,0.839
TRK00069,2023-09-01,21,28938,63046.02,6.3,0,0.0,0.0,0.7
TRK00069,2023-10-01,19,28487,63755.69,6.57,0,0.0,0.0,0.613
TRK00069,2023-11-01,32,47715,107808.55,6.53,0,0.0,0.0,1.067
TRK00069,2023-12-01,30,45616,105386.84,6.51,0,0.0,0.0,0.968
TRK00069,2024-01-01,20,27398,62270.59,6.7,2,4262.76,49.3,0.645
TRK00069,2024-02-01,24,31556,69391.15,6.43,0,0.0,0.0,0.828
TRK00069,2024-03-01,29,40514,87081.4,6.51,0,0.0,0.0,0.935
TRK00069,2024-04-01,31,38818,77380.39,6.64,2,4498.46,44.1,1.033
TRK00069,2024-05-01,29,45205,98555.64,6.62,0,0.0,0.0,0.935
TRK00069,2024-06-01,24,32950,70097.37,6.45,2,4602.58,41.1,0.8
TRK00069,2024-07-01,19,28479,58407.97,6.54,1,2000.35,3.2,0.613
TRK00069,2024-08-01,19,33324,76954.71,6.46,0,0.0,0.0,0.613
TRK00069,2024-09-01,30,45637,90870.37,6.35,0,0.0,0.0,1.0
TRK00069,2024-10-01,29,39976,80686.39,6.62,0,0.0,0.0,0.935
TRK00069,2024-11-01,27,39279,83612.05,6.49,1,995.16,25.2,0.9
TRK00069,2024-12-01,25,28406,62412.17,6.55,0,0.0,0.0,0.806
TRK00070,2022-01-01,21,29770,57239.48,6.43,1,3000.23,31.1,0.677
TRK00070,2022-02-01,24,27069,57184.46,6.51,0,0.0,0.0,0.857
TRK00070,2022-03-01,33,40496,85666.38,6.72,0,0.0,0.0,1.065
TRK00070,2022-04-01,28,42332,94296.06,6.72,0,0.0,0.0,0.933
TRK00070,2022-05-01,28,41741,87089.73,6.48,1,1426.64,5.0,0.903
TRK00070,2022-06-01,27,35447,75572.8,6.4,2,4204.4,63.5,0.9
