driver_id,month,trips_completed,total_miles,total_revenue,average_mpg,total_fuel_gallons,on_time_delivery_rate,average_idle_hours
DRV00078,2022-05-01,22,27359,54770.18,6.55,4139.0,0.455,6.6
DRV00078,2022-06-01,21,27842,63500.97,6.44,4326.3,0.381,6.6
DRV00078,2022-07-01,9,18153,36230.09,6.36,2837.4,0.556,8.0
DRV00078,2022-08-01,21,31081,61361.97,6.42,4901.2,0.429,7.2
DRV00078,2022-09-01,26,34196,77270.28,6.43,5351.7,0.308,7.6
DRV00078,2022-10-01,25,40373,78898.47,6.66,6126.2,0.36,7.1
DRV00078,2022-11-01,19,26698,56583.78,6.51,4131.8,0.421,6.7
DRV00078,2022-12-01,17,20920,46333.5,6.8,3118.9,0.471,6.5
DRV00078,2023-01-01,25,30722,67130.09,6.56,4705.9,0.4,7.0
DRV00078,2023-02-01,18,22150,44477.96,6.56,3329.1,0.611,8.5
DRV00078,2023-03-01,19,25758,60024.8,6.51,3911.2,0.368,6.5
DRV00078,2023-04-01,16,24428,53070.85,6.48,3768.7,0.5,6.3
DRV00078,2023-05-01,22,31856,63594.93,6.46,5009.1,0.273,6.8
DRV00078,2023-06-01,15,21729,49656.22,6.34,3475.8,0.267,6.8
DRV00078,2023-07-01,25,32043,71384.96,6.77,4786.8,0.6,7.6
DRV00078,2023-08-01,21,27698,59790.02,6.68,4171.3,0.381,7.4
DRV00078,2023-09-01,12,19575,43892.11,6.62,2944.8,0.5,8.5
DRV00078,2023-10-01,21,35137,65331.06,6.27,5649.4,0.524,6.8
DRV00078,2023-11-01,21,36913,82622.14,6.46,5863.7,0.333,7.4
DRV00078,2023-12-01,15,17626,36942.9,6.38,2765.2,0.467,7.6
DRV00078,2024-01-01,21,35336,74965.6,6.51,5491.7,0.524,6.2
DRV00078,2024-02-01,12,13163,29351.15,6.6,2024.4,0.25,6.5
DRV00078,2024-03-01,16,24647,58091.39,6.66,3762.8,0.625,6.9
DRV00078,2024-04-01,20,24624,52367.66,6.5,3827.1,0.45,6.8
DRV00078,2024-05-01,27,43630,101600.62,6.47,6845.6,0.444,6.7
DRV00078,2024-06-01,22,31925,65944.7,6.66,4835.3,0.5,5.9
DRV00078,2024-07-01,8,12320,31260.62,6.5,1949.8,0.625,7.6
DRV00078,2024-08-01,29,38071,83094.18,6.45,5871.9,0.552,6.5
DRV00078,2024-09-01,17,22413,46948.35,6.6,3420.9,0.529,6.4
DRV00078,2024-10-01,21,33721,63443.81,6.46,5235.8,0.381,7.0
DRV00078,2024-11-01,28,39449,89365.9,6.61,5999.0,0.393,7.3
DRV00078,2024-12-01,27,30354,69924.6,6.44,4804.8,0.519,6.8
DRV00079,2022-01-01,18,23821,51154.0,6.53,3613.9,0.333,6.3
DRV00079,2022-02-01,19,31338,67513.58,6.2,5061.2,0.474,7.4
DRV00079,2022-03-01,25,40545,88147.75,6.32,6406.2,0.64,5.6
DRV00079,2022-04-01,14,24942,47950.67,6.6,3796.4,0.357,6.6
DRV00079,2022-05-01,16,20262,44555.46,6.6,3066.8,0.25,7.6
DRV00079,2022-06-01,19,23836,52231.0,6.58,3661.9,0.421,8.1
DRV00079,2022-07-01,19,31127,69523.51,6.58,4732.9,0.474,6.7
DRV00079,2022-08-01,24,33981,76356.74,6.47,5326.2,0.375,5.5
DRV00079,2022-09-01,19,30804,62372.19,6.77,4535.6,0.632,7.6
DRV00079,2022-10-01,17,22739,50717.65,6.43,3469.1,0.471,6.7
DRV00079,2022-11-01,17,21756,50333.97,6.65,3382.6,0.647,7.6
DRV00079,2022-12-01,21,27410,55626.24,6.28,4416.7,0.381,7.5
DRV00079,2023-01-01,20,28709,59599.96,6.47,4421.0,0.5,6.6
DRV00079,2023-02-01,15,24325,55772.78,6.68,3775.0,0.4,7.5
DRV00079,2023-03-01,29,44735,96380.77,6.3,7107.0,0.414,7.8
DRV00079,2023-04-01,23,33038,69840.02,6.6,5002.2,0.739,6.8
DRV00079,2023-05-01,13,23076,52347.34,6.24,3752.6,0.385,8.6
DRV00079,2023-06-01,15,21723,39876.26,6.61,3304.1,0.4,5.3
DRV00079,2023-07-01,17,24927,57628.89,6.44,3819.8,0.118,6.9
DRV00079,2023-08-01,22,26401,59874.72,6.37,4278.2,0.5,5.6
DRV00079,2023-09-01,19,26130,62066.89,6.35,4125.7,0.421,6.9
DRV00079,2023-10-01,13,17693,37242.77,6.72,2665.7,0.154,7.2
DRV00079,2023-11-01,16,21096,45799.11,6.56,3237.4,0.5,8.1
DRV00079,2023-12-01,18,23014,49553.9,6.7,3409.8,0.167,7.4
DRV00079,2024-01-01,21,27427,60466.99,6.5,4237.8,0.333,6.7
DRV00079,2024-02-01,23,32522,68895.31,6.6,4901.0,0.565,6.9
DRV00079,2024-03-01,22,32574,75291.07,6.6,5019.4,0.409,8.1
DRV00079,2024-04-01,15,25386,50941.02,6.52,3916.4,0.267,7.5
DRV00079,2024-05-01,18,26550,57642.0,6.76,3963.2,0.5,6.6
DRV00079,2024-06-01,18,25718,52507.87,6.67,3968.0,0.389,7.1
DRV00079,2024-07-01,20,30181,64057.8,6.6,4548.9,0.45,6.9
DRV00079,2024-08-01,20,23219,50784.95,6.51,3575.1,0.45,7.4
DRV00079,2024-09-01,16,18398,41096.25,6.33,2946.0,0.562,7.3
DRV00079,2024-10-01,22,33729,71443.1,6.21,5451.5,0.364,6.3
DRV00079,2024-11-01,21,27767,56431.61,6.4,4367.1,0.524,7.3
DRV00079,2024-12-01,14,19296,45719.1,6.65,2965.2,0.5,8.3
DRV00080,2022-01-01,19,28532,62045.43,6.64,4452.3,0.474,7.6
DRV00080,2022-02-01,15,17915,41395.68,6.64,2686.6,0.267,7.3
DRV00080,2022-03-01,15,18689,36699.79,6.61,2795.0,0.4,5.7
DRV00080,2022-04-01,18,30220,63974.26,6.63,4593.2,0.5,6.6
DRV00080,2022-05-01,21,30216,60858.3,6.58,4652.2,0.286,6.3
DRV00080,2022-06-01,20,30717,63065.44,6.63,4724.0,0.5,7.2
DRV00080,2022-07-01,16,23839,53471.37,6.35,3840.2,0.312,8.3
DRV00080,2022-08-01,17,28015,57566.39,6.33,4469.5,0.529,7.3
DRV00080,2022-09-01,16,25554,57226.66,6.47,4015.7,0.188,7.0
DRV00080,2022-10-01,17,22455,48314.58,6.5,3445.8,0.353,8.1
DRV00080,2022-11-01,14,13952,32387.26,6.48,2204.6,0.571,7.0
DRV00080,2022-12-01,17,26747,57626.14,6.52,4021.0,0.471,7.5
DRV00080,2023-01-01,18,22056,54425.24,6.35,3499.1,0.611,7.6
DRV00080,2023-02-01,18,22343,51719.14,6.62,3506.7,0.389,8.0
DRV00080,2023-03-01,16,19128,40477.71,6.51,2938.3,0.438,7.4
DRV00080,2023-04-01,20,26868,54564.52,6.36,4353.1,0.5,7.3
DRV00080,2023-05-01,19,30205,68712.07,6.52,4680.1,0.632,7.0
DRV00080,2023-06-01,9,11273,25921.22,6.54,1747.0,0.556,7.8
DRV00080,2023-07-01,17,16966,36556.93,6.32,2737.5,0.706,7.3
DRV00080,2023-08-01,11,14139,30106.12,6.5,2117.1,0.636,5.9
DRV00080,2023-09-01,17,24124,50053.9,6.5,3719.4,0.412,6.5
DRV00080,2023-10-01,20,29879,62479.96,6.4,4664.1,0.45,7.8
DRV00080,2023-11-01,20,25906,51847.01,6.59,3819.2,0.45,6.5
DRV00080,2023-12-01,21,31306,58136.61,6.46,4922.7,0.476,7.2
DRV00080,2024-01-01,12,17356,37321.07,6.48,2677.0,0.333,7.5
DRV00080,2024-02-01,16,14153,29320.75,6.36,2258.3,0.438,5.8
DRV00080,2024-03-01,16,25134,54898.73,6.65,3831.2,0.438,7.1
DRV00080,2024-04-01,10,13966,30009.82,6.45,2179.5,0.2,6.9
DRV00080,2024-05-01,25,28450,53853.01,6.46,4412.5,0.56,7.2
DRV00080,2024-06-01,17,30805,71207.49,6.54,4789.3,0.529,6.9
DRV00080,2024-07-01,12,13067,31764.46,6.14,2137.8,0.75,6.3
DRV00080,2024-08-01,14,20751,42866.23,6.3,3390.3,0.143,7.4
DRV00080,2024-09-01,25,37567,84867.54,6.49,5771.6,0.52,6.2
DRV00080,2024-10-01,23,30059,58731.3,6.67,4416.7,0.478,7.6
DRV00080,2024-11-01,11,19221,41999.43,6.54,3031.0,0.545,5.7
DRV00080,2024-12-01,22,36841,80685.29,6.55,5684.3,0.5,7.8
DRV00081,2022-01-01,19,20184,44999.66,6.58,3119.4,0.474,7.5
DRV00081,2022-02-01,17,22001,45665.97,6.32,3513.9,0.294,7.3
DRV00081,2022-03-01,17,25222,57618.49,6.63,3828.8,0.529,7.7
DRV00081,2022-04-01,15,18068,40476.1,6.71,2744.8,0.467,7.4
DRV00081,2022-05-01,13,18864,36950.11,6.57,2876.8,0.538,6.7
DRV00081,2022-06-01,22,35446,78278.05,6.6,5415.2,0.5,7.2
DRV00081,2022-07-01,24,35220,70153.58,6.51,5446.2,0.292,7.6
DRV00081,2022-08-01,23,31186,71051.58,6.46,4882.4,0.609,7.2
DRV00081,2022-09-01,23,34294,68715.35,6.53,5306.4,0.348,6.5
DRV00081,2022-10-01,15,12253,26469.42,6.74,1841.7,0.467,7.7
DRV00081,2022-11-01,14,21991,44277.71,6.47,3413.4,0.429,7.5
DRV00081,2022-12-01,23,27981,58666.58,6.43,4462.7,0.391,6.9
DRV00081,2023-01-01,12,19783,42205.52,6.72,2999.0,0.417,8.1
DRV00081,2023-02-01,17,23813,57610.16,6.3,3792.4,0.294,6.2
DRV00081,2023-03-01,16,24400,49420.88,6.31,3815.7,0.562,7.4
DRV00081,2023-04-01,16,21168,44499.89,6.59,3190.2,0.562,7.6
DRV00081,2023-05-01,20,33182,73825.52,6.4,5130.7,0.45,6.9
DRV00081,2023-06-01,19,24848,51591.59,6.77,3701.6,0.368,7.0
DRV00081,2023-07-01,12,13161,25852.15,6.68,1991.5,0.5,6.5
DRV00081,2023-08-01,15,18358,40368.54,6.72,2736.6,0.6,7.3
DRV00081,2023-09-01,23,41257,91385.39,6.4,6483.4,0.478,7.4
DRV00081,2023-10-01,22,29636,67395.69,6.6,4473.2,0.273,6.3
DRV00081,2023-11-01,17,29724,63361.26,6.33,4657.6,0.529,6.4
DRV00081,2023-12-01,17,24561,52038.04,6.38,3796.0,0.412,7.2
DRV00081,2024-01-01,14,25336,55096.17,6.78,3764.9,0.571,6.4
DRV00081,2024-02-01,24,42492,89432.54,6.57,6533.2,0.292,6.6
DRV00081,2024-03-01,20,29051,65606.62,6.75,4275.6,0.45,6.7
DRV00081,2024-04-01,19,22201,42643.05,6.73,3317.5,0.579,7.9
DRV00081,2024-05-01,24,38384,84452.81,6.32,6119.7,0.542,7.0
DRV00081,2024-06-01,14,17598,37364.78,6.48,2710.1,0.643,5.3
DRV00081,2024-07-01,24,31808,66534.37,6.38,4972.3,0.542,7.3
DRV00081,2024-08-01,16,21113,45544.69,6.52,3236.6,0.562,6.5
DRV00081,2024-09-01,17,21312,45407.29,6.68,3151.5,0.529,6.6
DRV00081,2024-10-01,20,34192,70908.05,6.53,5248.9,0.45,6.3
DRV00081,2024-11-01,20,27109,57462.96,6.49,4216.5,0.45,6.6
DRV00081,2024-12-01,23,29516,64508.73,6.7,4495.4,0.435,7.0
DRV00082,2022-01-01,23,28292,62482.31,6.69,4316.3,0.391,8.4
DRV00082,2022-02-01,20,29269,63904.29,6.43,4635.1,0.55,6.2
DRV00082,2022-03-01,11,9512,21823.04,6.63,1408.3,0.364,9.4
DRV00082,2022-04-01,18,26756,56500.92,6.39,4155.8,0.333,7.4
DRV00082,2022-05-01,17,21191,44187.1,6.63,3255.3,0.529,7.5
DRV00082,2022-06-01,16,21215,45197.6,6.28,3369.0,0.5,7.5
DRV00082,2022-07-01,26,35558,74298.16,6.54,5424.1,0.192,6.4
DRV00082,2022-08-01,19,22523,48821.24,6.43,3506.4,0.368,6.2
DRV00082,2022-09-01,19,29398,65258.31,6.5,4499.2,0.526,7.8
DRV00082,2022-10-01,27,39893,83951.02,6.32,6342.7,0.37,7.3
DRV00082,2022-11-01,20,25915,59659.07,6.62,3940.5,0.45,7.0
DRV00082,2022-12-01,23,36587,86875.63,6.65,5489.1,0.478,7.4
DRV00082,2023-01-01,19,23107,48535.14,6.41,3666.4,0.263,6.2
DRV00082,2023-02-01,17,23537,50730.26,6.42,3640.7,0.412,6.2
DRV00082,2023-03-01,19,23587,47339.83,6.65,3520.3,0.474,6.2
DRV00082,2023-04-01,16,21689,45374.41,6.57,3257.4,0.562,6.8
DRV00082,2023-05-01,17,24706,47114.86,6.64,3770.0,0.529,7.0
DRV00082,2023-06-01,20,33721,74323.71,6.65,5096.3,0.45,7.2
DRV00082,2023-07-01,19,30386,65078.69,6.36,4822.4,0.632,6.9
DRV00082,2023-08-01,17,24605,55138.06,6.47,3818.1,0.529,6.1
DRV00082,2023-09-01,22,32844,63128.23,6.49,4992.8,0.318,7.6
DRV00082,2023-10-01,21,37555,78325.36,6.68,5702.3,0.524,6.0
DRV00082,2023-11-01,17,26962,60012.71,6.27,4287.6,0.353,6.6
DRV00082,2023-12-01,22,29921,67508.98,6.48,4663.1,0.273,7.2
DRV00082,2024-01-01,19,23597,51723.5,6.53,3679.0,0.526,7.8
DRV00082,2024-02-01,11,21817,38973.04,6.28,3495.2,0.273,6.7
DRV00082,2024-03-01,17,28466,61447.35,6.49,4409.6,0.235,6.5
DRV00082,2024-04-01,21,26016,54474.14,6.62,3941.7,0.524,6.5
DRV00082,2024-05-01,29,48101,97526.75,6.41,7530.7,0.517,7.4
DRV00082,2024-06-01,21,30802,62996.87,6.56,4855.7,0.619,7.4
DRV00082,2024-07-01,20,24664,54361.93,6.24,4056.7,0.35,7.4
DRV00082,2024-08-01,27,38309,80730.84,6.41,6042.3,0.519,7.4
DRV00082,2024-09-01,12,17409,39234.89,6.64,2642.9,0.333,6.7
DRV00082,2024-10-01,22,31473,67854.63,6.51,4847.9,0.409,7.5
DRV00082,2024-11-01,19,17435,37653.08,6.54,2660.4,0.474,7.6
DRV00082,2024-12-01,16,18032,41426.72,6.54,2749.7,0.562,7.6
DRV00083,2022-01-01,24,30839,64591.39,6.43,4928.9,0.667,7.0
DRV00083,2022-02-01,16,22666,49678.3,6.7,3416.8,0.25,7.8
DRV00083,2022-03-01,22,28718,59400.86,6.39,4462.5,0.409,7.9
DRV00083,2022-04-01,18,30758,64095.76,6.62,4722.8,0.5,8.4
DRV00083,2022-05-01,15,19437,39710.15,6.15,3153.9,0.333,7.4
DRV00083,2022-06-01,15,21931,48314.43,6.67,3283.7,0.6,7.2
DRV00083,2022-07-01,17,22977,42712.97,6.54,3550.0,0.471,7.7
DRV00083,2022-08-01,15,15311,31263.1,6.36,2378.6,0.6,6.4
DRV00083,2022-09-01,29,40147,85507.89,6.46,6320.3,0.414,6.6
DRV00083,2022-10-01,19,27939,65541.52,6.6,4242.7,0.421,8.1
DRV00083,2022-11-01,24,32823,79606.84,6.31,5194.1,0.542,7.1
DRV00083,2022-12-01,16,27778,64622.73,6.59,4180.2,0.438,6.3
DRV00083,2023-01-01,26,43917,98798.82,6.43,6844.9,0.538,7.1
DRV00083,2023-02-01,16,19528,40205.12,6.4,3025.4,0.5,6.5
DRV00083,2023-03-01,17,17134,35093.98,6.47,2729.5,0.353,7.5
DRV00083,2023-04-01,13,22897,42563.71,6.66,3430.6,0.462,6.8
DRV00083,2023-05-01,14,18746,42909.33,6.49,2885.6,0.429,5.9
DRV00083,2023-06-01,13,16706,34320.27,6.59,2529.9,0.385,7.7
DRV00083,2023-07-01,18,27005,57569.84,6.49,4153.6,0.556,6.6
DRV00083,2023-08-01,25,34831,75417.94,6.65,5313.8,0.4,7.1
DRV00083,2023-09-01,21,34292,76352.22,6.42,5463.3,0.667,7.4
DRV00083,2023-10-01,21,26647,59916.88,6.6,4016.0,0.476,8.0
DRV00083,2023-11-01,22,27941,59109.45,6.36,4453.1,0.5,5.7
DRV00083,2023-12-01,17,28268,57657.2,6.53,4333.5,0.412,7.3
DRV00083,2024-01-01,24,33782,72344.13,6.42,5345.4,0.458,7.3
DRV00083,2024-02-01,16,27085,58348.73,6.83,3928.7,0.438,7.0
DRV00083,2024-03-01,20,28406,62431.62,6.28,4553.6,0.3,8.3
DRV00083,2024-04-01,20,26503,52684.0,6.5,4090.6,0.4,6.9
DRV00083,2024-05-01,15,27819,58965.03,6.5,4306.6,0.267,7.0
DRV00083,2024-06-01,16,20022,39319.0,6.62,3027.5,0.75,8.4
DRV00083,2024-07-01,16,24048,52579.65,6.55,3726.4,0.188,7.9
DRV00083,2024-08-01,17,20137,42140.83,6.44,3125.3,0.412,6.2
DRV00083,2024-09-01,28,34910,76628.88,6.53,5430.0,0.464,8.0
DRV00083,2024-10-01,17,21359,46515.17,6.32,3420.2,0.471,6.8
DRV00083,2024-11-01,21,26353,60046.79,6.57,3967.5,0.381,8.0
DRV00083,2024-12-01,27,39920,85375.65,6.49,6305.8,0.481,7.9
DRV00084,2022-01-01,12,21475,47330.49,6.5,3341.0,0.333,6.8
DRV00084,2022-02-01,18,29914,61379.06,6.42,4788.6,0.444,7.1
DRV00084,2022-03-01,19,28029,55796.31,6.48,4447.6,0.421,6.8
DRV00084,2022-04-01,22,30226,65073.85,6.72,4486.4,0.682,7.7
DRV00084,2022-05-01,19,26408,57337.78,6.61,3902.9,0.421,6.2
DRV00084,2022-06-01,22,30150,71879.18,6.35,4737.2,0.364,6.4
DRV00084,2022-07-01,17,18956,41647.76,6.72,2840.3,0.412,7.8
DRV00084,2022-08-01,15,24933,60693.68,6.69,3767.0,0.4,7.5
DRV00084,2022-09-01,10,15326,38986.46,6.42,2370.4,0.3,4.9
DRV00084,2022-10-01,17,18954,41407.74,6.73,2800.7,0.353,6.4
DRV00084,2022-11-01,21,23539,50562.33,6.3,3749.5,0.429,6.6
DRV00084,2022-12-01,25,37428,82627.36,6.67,5516.0,0.4,7.0
DRV00084,2023-01-01,18,17974,41007.16,6.5,2777.7,0.333,7.8
DRV00084,2023-02-01,17,25703,55117.42,6.43,4055.6,0.647,7.8
DRV00084,2023-03-01,10,11506,28431.54,6.46,1740.3,0.7,5.9
DRV00084,2023-04-01,26,37121,78201.46,6.4,5819.6,0.423,7.8
DRV00084,2023-05-01,14,24449,57833.95,6.3,3896.4,0.357,7.1
DRV00084,2023-06-01,15,13839,29641.65,6.38,2216.2,0.467,7.4
DRV00084,2023-07-01,24,36419,76209.26,6.56,5586.1,0.333,6.9
DRV00084,2023-08-01,10,12737,28709.0,6.57,1992.8,0.5,7.9
DRV00084,2023-09-01,16,20909,41655.64,6.19,3393.1,0.562,6.7
DRV00084,2023-10-01,25,31566,64685.04,6.37,5063.4,0.4,6.2
DRV00084,2023-11-01,19,30027,63938.4,6.59,4620.7,0.211,8.4
DRV00084,2023-12-01,23,32243,68580.04,6.7,4779.5,0.391,7.5
DRV00084,2024-01-01,17,28993,60624.21,6.77,4292.5,0.471,6.6
DRV00084,2024-02-01,24,32939,70513.9,6.31,5248.9,0.417,6.7
DRV00084,2024-03-01,14,22593,47158.68,6.55,3444.3,0.5,8.1
DRV00084,2024-04-01,17,22937,50657.58,6.56,3568.9,0.412,6.2
DRV00084,2024-05-01,22,29184,61077.76,6.2,4759.6,0.545,8.7
DRV00084,2024-06-01,21,36696,75090.25,6.51,5717.5,0.429,6.5
DRV00084,2024-07-01,15,18690,39842.42,6.61,2779.1,0.533,7.1
DRV00084,2024-08-01,13,15532,34715.89,6.42,2414.0,0.385,7.6
DRV00084,2024-09-01,27,32954,68545.88,6.62,4993.1,0.519,6.4
DRV00084,2024-10-01,11,16254,37130.86,6.43,2546.8,0.545,5.8
DRV00084,2024-11-01,17,20220,46907.05,6.5,3095.7,0.353,6.6
DRV00084,2024-12-01,17,25877,56669.11,6.02,4297.5,0.588,6.3
DRV00085,2022-01-01,25,34060,74298.66,6.44,5369.4,0.48,7.0
DRV00085,2022-02-01,19,19937,41893.55,6.48,3104.6,0.421,7.1
DRV00085,2022-03-01,24,34927,76205.54,6.53,5423.6,0.458,7.0
DRV00085,2022-04-01,14,22170,49971.78,6.44,3435.7,0.429,6.5
DRV00085,2022-05-01,20,24537,58086.48,6.5,3842.2,0.65,7.3
DRV00085,2022-06-01,18,31504,58773.26,6.43,4822.7,0.5,7.2
DRV00085,2022-07-01,30,43720,85947.37,6.47,6732.3,0.4,6.2
DRV00085,2022-08-01,28,42243,86128.86,6.41,6682.0,0.607,7.0
DRV00085,2022-09-01,9,17147,39191.67,6.14,2826.0,0.444,7.5
DRV00085,2022-10-01,19,23582,48822.92,6.32,3831.7,0.579,6.0
DRV00085,2022-11-01,13,16630,34346.66,6.66,2531.9,0.538,6.5
DRV00085,2022-12-01,18,30535,69516.39,6.21,4924.6,0.389,6.1
DRV00085,2023-01-01,17,20566,45418.86,6.6,3166.9,0.294,7.0
DRV00085,2023-02-01,22,31469,66472.15,6.54,4784.2,0.5,5.7
DRV00085,2023-03-01,19,34984,77748.5,6.65,5259.4,0.737,7.3
DRV00085,2023-04-01,17,23733,49515.94,6.6,3641.0,0.294,7.4
DRV00085,2023-05-01,24,38708,84947.51,6.66,5964.5,0.333,7.1
DRV00085,2023-06-01,15,18549,43484.07,6.55,2834.7,0.533,7.0
DRV00085,2023-07-01,22,31815,72242.43,6.48,5038.5,0.364,6.9
DRV00085,2023-08-01,22,27966,59345.07,6.58,4337.5,0.636,6.8
DRV00085,2023-09-01,19,24669,53553.04,6.67,3746.8,0.526,6.2
DRV00085,2023-10-01,19,34367,79273.9,6.47,5374.9,0.421,7.2
DRV00085,2023-11-01,12,21604,52130.2,6.58,3314.7,0.25,6.0
DRV00085,2023-12-01,14,17388,38464.2,6.39,2756.1,0.5,8.4
DRV00085,2024-01-01,22,33267,70483.99,6.76,4976.5,0.364,6.8
DRV00085,2024-02-01,17,29710,64663.61,6.57,4516.0,0.412,7.1
DRV00085,2024-03-01,25,38838,83054.38,6.5,5985.9,0.36,6.6
DRV00085,2024-04-01,22,27861,54250.27,6.43,4450.6,0.545,6.0
DRV00085,2024-05-01,23,34161,67939.04,6.5,5306.4,0.478,7.1
DRV00085,2024-06-01,21,26871,59151.04,6.64,4099.6,0.524,6.7
DRV00085,2024-07-01,17,30249,68289.03,6.69,4493.2,0.235,7.4
DRV00085,2024-08-01,25,37487,83449.52,6.59,5646.8,0.6,6.6
DRV00085,2024-09-01,13,22168,45377.62,6.34,3522.4,0.308,6.8
DRV00085,2024-10-01,21,35147,75819.14,6.43,5511.7,0.381,7.0
DRV00085,2024-11-01,20,33334,73053.35,6.59,5058.4,0.35,6.9
DRV00085,2024-12-01,18,18330,38211.23,6.47,2896.8,0.5,6.3
DRV00087,2022-01-01,25,41242,85852.87,6.26,6545.4,0.4,7.9
DRV00087,2022-02-01,21,30282,63478.25,6.54,4679.0,0.619,7.2
DRV00087,2022-03-01,18,27828,64585.88,6.47,4352.5,0.556,7.3
DRV00087,2022-04-01,21,33749,73529.72,6.39,5378.5,0.429,7.7
DRV00087,2022-05-01,20,28972,63241.73,6.31,4600.6,0.5,7.7
DRV00087,2022-06-01,13,16780,36729.47,6.74,2489.3,0.462,6.0
DRV00087,2022-07-01,8,8091,19062.14,6.46,1269.2,0.375,6.8
DRV00087,2022-08-01,27,39003,81658.91,6.48,6052.6,0.37,6.8
DRV00087,2022-09-01,27,40953,93045.16,6.58,6177.9,0.519,6.8
DRV00087,2022-10-01,27,32677,71646.72,6.35,5183.1,0.37,7.0
DRV00087,2022-11-01,16,25269,53300.43,6.48,3944.7,0.625,6.4
DRV00087,2022-12-01,26,32328,64462.16,6.49,5046.4,0.731,8.0
DRV00087,2023-01-01,16,20400,45240.19,6.63,3183.9,0.438,6.8
DRV00087,2023-02-01,17,23847,47772.25,6.58,3620.1,0.353,7.3
DRV00087,2023-03-01,27,44969,93941.11,6.48,6911.0,0.444,6.8
DRV00087,2023-04-01,16,24742,49593.88,6.74,3821.3,0.312,5.9
DRV00087,2023-05-01,21,21062,40576.98,6.46,3241.7,0.429,7.4
DRV00087,2023-06-01,9,14400,32808.83,6.46,2195.9,0.444,5.5
DRV00087,2023-07-01,24,29818,62696.15,6.64,4495.4,0.292,7.0
DRV00087,2023-08-01,28,39894,77206.31,6.51,6268.4,0.571,6.0
DRV00087,2023-09-01,14,15841,35181.85,6.65,2389.9,0.214,8.8
DRV00087,2023-10-01,21,28406,60419.54,6.57,4366.8,0.381,7.4
DRV00087,2023-11-01,23,35853,78044.36,6.49,5545.5,0.478,7.3
DRV00087,2023-12-01,11,17232,38845.98,6.57,2658.2,0.273,7.4
DRV00087,2024-01-01,20,28582,63793.45,6.08,4763.5,0.5,6.2
DRV00087,2024-02-01,23,34655,75264.3,6.49,5356.5,0.478,6.7
DRV00087,2024-03-01,16,22244,49891.2,6.72,3295.4,0.25,6.9
DRV00087,2024-04-01,23,24535,47160.08,6.51,3740.9,0.435,6.3
DRV00087,2024-05-01,22,34389,77511.99,6.54,5270.0,0.409,7.0
DRV00087,2024-06-01,23,32346,69618.84,6.51,4991.2,0.304,7.3
DRV00087,2024-07-01,15,24803,54086.12,6.64,3731.6,0.467,6.2
DRV00087,2024-08-01,25,29405,66655.15,6.53,4594.7,0.36,7.2
DRV00087,2024-09-01,19,31929,65698.83,6.68,4756.1,0.211,6.7
DRV00087,2024-10-01,29,42586,93723.87,6.65,6505.0,0.379,5.9
DRV00087,2024-11-01,16,21154,49030.33,6.3,3380.5,0.375,6.3
DRV00087,2024-12-01,18,29347,68648.3,6.6,4474.7,0.333,6.3
DRV00088,2022-01-01,19,27344,59911.99,6.57,4131.1,0.632,6.8
DRV00088,2022-02-01,22,32936,66322.48,6.22,5307.8,0.591,6.4
DRV00088,2022-03-01,16,28960,65621.57,6.75,4216.9,0.5,6.5
DRV00088,2022-04-01,12,12605,27808.24,6.66,1923.5,0.333,8.4
DRV00088,2022-05-01,27,40268,89625.15,6.58,6185.9,0.519,6.1
DRV00088,2022-06-01,10,15366,32398.18,6.34,2444.2,0.3,6.3
DRV00088,2022-07-01,11,13507,29648.51,6.37,2134.6,0.545,5.9
DRV00088,2022-08-01,13,15607,29407.78,6.45,2416.7,0.538,7.5
DRV00088,2022-09-01,19,28685,56287.61,6.36,4533.3,0.368,5.5
DRV00088,2022-10-01,15,17347,36104.01,6.48,2727.3,0.333,7.0
DRV00088,2022-11-01,15,21763,40879.64,6.39,3431.9,0.467,6.4
DRV00088,2022-12-01,21,29971,65072.84,6.67,4486.4,0.286,6.9
DRV00088,2023-01-01,20,25258,56999.51,6.47,3904.1,0.55,7.2
DRV00088,2023-02-01,11,12302,28291.79,6.56,1895.9,0.455,7.4
DRV00088,2023-03-01,15,24871,57409.64,6.45,3948.5,0.533,7.8
DRV00088,2023-04-01,10,12955,30089.84,6.49,1974.3,0.4,7.8
DRV00088,2023-05-01,16,22625,52692.17,6.52,3390.9,0.375,8.1
DRV00088,2023-06-01,15,19435,40290.86,6.64,2936.2,0.4,7.3
DRV00088,2023-07-01,27,42818,100557.78,6.38,6769.7,0.481,6.7
DRV00088,2023-08-01,23,42969,93286.81,6.43,6721.8,0.565,6.6
DRV00088,2023-09-01,15,20970,46103.87,6.66,3260.5,0.467,6.2
DRV00088,2023-10-01,18,20723,49756.87,6.61,3105.8,0.333,8.0
DRV00088,2023-11-01,19,30263,67425.44,6.23,4888.3,0.579,6.6
DRV00088,2023-12-01,29,37530,76300.93,6.43,5841.5,0.414,7.8
DRV00088,2024-01-01,26,36899,83385.93,6.3,5940.0,0.346,6.4
DRV00088,2024-02-01,18,26304,56599.85,6.64,3995.1,0.722,7.8
DRV00088,2024-03-01,27,33385,77888.56,6.64,5093.5,0.519,6.5
DRV00088,2024-04-01,17,18997,42994.02,6.4,2951.4,0.471,7.2
